NAME,INSTALLED,FIXED-IN,TYPE,VULNERABILITY,SEVERITY
libc6,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-9192,Negligible
libc6,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010025,Negligible
libc6,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010024,Negligible
libc6,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010023,Negligible
libc6,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010022,Negligible
libc6,2.36-9+deb12u7,Not Fixed,deb,CVE-2018-20796,Negligible
libc6,2.36-9+deb12u7,Not Fixed,deb,CVE-2010-4756,Negligible
libcurl3-gnutls,7.88.1-10+deb12u5,Not Fixed,deb,CVE-2024-2379,Negligible
libcurl3-gnutls,7.88.1-10+deb12u5,(won't fix),deb,CVE-2024-2398,Unknown
libcurl3-gnutls,7.88.1-10+deb12u5,(won't fix),deb,CVE-2024-2004,Unknown
libcurl4,7.88.1-10+deb12u5,Not Fixed,deb,CVE-2024-2379,Negligible
libcurl4,7.88.1-10+deb12u5,(won't fix),deb,CVE-2024-2398,Unknown
libcurl4,7.88.1-10+deb12u5,(won't fix),deb,CVE-2024-2004,Unknown
libexpat1,2.5.0-1,(won't fix),deb,CVE-2023-52425,High
libexpat1,2.5.0-1,Not Fixed,deb,CVE-2024-28757,Negligible
libexpat1,2.5.0-1,Not Fixed,deb,CVE-2023-52426,Negligible
libgcc-s1,12.2.0-14,(won't fix),deb,CVE-2023-4039,Medium
libgcc-s1,12.2.0-14,Not Fixed,deb,CVE-2022-27943,Negligible
libgcrypt20,1.10.1-3,(won't fix),deb,CVE-2024-2236,Medium
libgcrypt20,1.10.1-3,Not Fixed,deb,CVE-2018-6829,Negligible
libgnutls30,3.7.9-2+deb12u2,(won't fix),deb,CVE-2024-28835,Medium
libgnutls30,3.7.9-2+deb12u2,(won't fix),deb,CVE-2024-28834,Medium
libgnutls30,3.7.9-2+deb12u2,Not Fixed,deb,CVE-2011-3389,Negligible
libgssapi-krb5-2,1.20.1-2+deb12u1,Not Fixed,deb,CVE-2018-5709,Negligible
libgssapi-krb5-2,1.20.1-2+deb12u1,(won't fix),deb,CVE-2024-26462,Unknown
libgssapi-krb5-2,1.20.1-2+deb12u1,(won't fix),deb,CVE-2024-26461,Unknown
libgssapi-krb5-2,1.20.1-2+deb12u1,(won't fix),deb,CVE-2024-26458,Unknown
libk5crypto3,1.20.1-2+deb12u1,Not Fixed,deb,CVE-2018-5709,Negligible
libk5crypto3,1.20.1-2+deb12u1,(won't fix),deb,CVE-2024-26462,Unknown
libk5crypto3,1.20.1-2+deb12u1,(won't fix),deb,CVE-2024-26461,Unknown
libk5crypto3,1.20.1-2+deb12u1,(won't fix),deb,CVE-2024-26458,Unknown
libkrb5-3,1.20.1-2+deb12u1,Not Fixed,deb,CVE-2018-5709,Negligible
libkrb5-3,1.20.1-2+deb12u1,(won't fix),deb,CVE-2024-26462,Unknown
libkrb5-3,1.20.1-2+deb12u1,(won't fix),deb,CVE-2024-26461,Unknown
libkrb5-3,1.20.1-2+deb12u1,(won't fix),deb,CVE-2024-26458,Unknown
libkrb5support0,1.20.1-2+deb12u1,Not Fixed,deb,CVE-2018-5709,Negligible
libkrb5support0,1.20.1-2+deb12u1,(won't fix),deb,CVE-2024-26462,Unknown
libkrb5support0,1.20.1-2+deb12u1,(won't fix),deb,CVE-2024-26461,Unknown
libkrb5support0,1.20.1-2+deb12u1,(won't fix),deb,CVE-2024-26458,Unknown
libldap-2.5-0,2.5.13+dfsg-5,(won't fix),deb,CVE-2023-2953,High
libldap-2.5-0,2.5.13+dfsg-5,Not Fixed,deb,CVE-2020-15719,Negligible
libldap-2.5-0,2.5.13+dfsg-5,Not Fixed,deb,CVE-2017-17740,Negligible
libldap-2.5-0,2.5.13+dfsg-5,Not Fixed,deb,CVE-2017-14159,Negligible
libldap-2.5-0,2.5.13+dfsg-5,Not Fixed,deb,CVE-2015-3276,Negligible
libmount1,2.38.1-5+deb12u1,Not Fixed,deb,CVE-2022-0563,Negligible
libncursesw6,6.4-4,(won't fix),deb,CVE-2023-50495,Medium
libncursesw6,6.4-4,(won't fix),deb,CVE-2023-45918,Unknown
libnghttp2-14,1.52.0-1+deb12u1,Not Fixed,deb,CVE-2024-28182,Medium
libpam-modules,1.5.2-6+deb12u1,(won't fix),deb,CVE-2024-22365,Medium
libpam-modules-bin,1.5.2-6+deb12u1,(won't fix),deb,CVE-2024-22365,Medium
libpam-runtime,1.5.2-6+deb12u1,(won't fix),deb,CVE-2024-22365,Medium
libpam0g,1.5.2-6+deb12u1,(won't fix),deb,CVE-2024-22365,Medium
libperl5.36,5.36.0-7+deb12u1,(won't fix),deb,CVE-2023-31484,High
libperl5.36,5.36.0-7+deb12u1,Not Fixed,deb,CVE-2023-31486,Negligible
libperl5.36,5.36.0-7+deb12u1,Not Fixed,deb,CVE-2011-4116,Negligible
libpng16-16,1.6.39-2,Not Fixed,deb,CVE-2021-4214,Negligible
libproc2-0,2:4.0.2-3,(won't fix),deb,CVE-2023-4016,Low
libsmartcols1,2.38.1-5+deb12u1,Not Fixed,deb,CVE-2022-0563,Negligible
libsqlite3-0,3.40.1-2,(won't fix),deb,CVE-2023-7104,High
libsqlite3-0,3.40.1-2,(won't fix),deb,CVE-2024-0232,Medium
libsqlite3-0,3.40.1-2,Not Fixed,deb,CVE-2021-45346,Negligible
libssl3,3.0.11-1~deb12u2,(won't fix),deb,CVE-2024-0727,Medium
libssl3,3.0.11-1~deb12u2,(won't fix),deb,CVE-2023-6129,Medium
libssl3,3.0.11-1~deb12u2,(won't fix),deb,CVE-2023-5678,Medium
libssl3,3.0.11-1~deb12u2,(won't fix),deb,CVE-2024-4741,Unknown
libssl3,3.0.11-1~deb12u2,(won't fix),deb,CVE-2024-4603,Unknown
libssl3,3.0.11-1~deb12u2,(won't fix),deb,CVE-2024-2511,Unknown
libssl3,3.0.11-1~deb12u2,(won't fix),deb,CVE-2023-6237,Unknown
libstdc++6,12.2.0-14,(won't fix),deb,CVE-2023-4039,Medium
libstdc++6,12.2.0-14,Not Fixed,deb,CVE-2022-27943,Negligible
libsystemd0,252.22-1~deb12u1,(won't fix),deb,CVE-2023-50387,High
libsystemd0,252.22-1~deb12u1,Not Fixed,deb,CVE-2023-31439,Negligible
libsystemd0,252.22-1~deb12u1,Not Fixed,deb,CVE-2023-31438,Negligible
libsystemd0,252.22-1~deb12u1,Not Fixed,deb,CVE-2023-31437,Negligible
libsystemd0,252.22-1~deb12u1,Not Fixed,deb,CVE-2013-4392,Negligible
libsystemd0,252.22-1~deb12u1,(won't fix),deb,CVE-2023-50868,Unknown
libtinfo6,6.4-4,(won't fix),deb,CVE-2023-50495,Medium
libtinfo6,6.4-4,(won't fix),deb,CVE-2023-45918,Unknown
libudev1,252.22-1~deb12u1,(won't fix),deb,CVE-2023-50387,High
libudev1,252.22-1~deb12u1,Not Fixed,deb,CVE-2023-31439,Negligible
libudev1,252.22-1~deb12u1,Not Fixed,deb,CVE-2023-31438,Negligible
libudev1,252.22-1~deb12u1,Not Fixed,deb,CVE-2023-31437,Negligible
libudev1,252.22-1~deb12u1,Not Fixed,deb,CVE-2013-4392,Negligible
libudev1,252.22-1~deb12u1,(won't fix),deb,CVE-2023-50868,Unknown
libuuid1,2.38.1-5+deb12u1,Not Fixed,deb,CVE-2022-0563,Negligible
login,1:4.13+dfsg1-1+b1,(won't fix),deb,CVE-2023-4641,Medium
login,1:4.13+dfsg1-1+b1,(won't fix),deb,CVE-2023-29383,Low
login,1:4.13+dfsg1-1+b1,Not Fixed,deb,CVE-2019-19882,Negligible
login,1:4.13+dfsg1-1+b1,Not Fixed,deb,CVE-2007-5686,Negligible
mount,2.38.1-5+deb12u1,Not Fixed,deb,CVE-2022-0563,Negligible
ncurses-base,6.4-4,(won't fix),deb,CVE-2023-50495,Medium
ncurses-base,6.4-4,(won't fix),deb,CVE-2023-45918,Unknown
ncurses-bin,6.4-4,(won't fix),deb,CVE-2023-50495,Medium
ncurses-bin,6.4-4,(won't fix),deb,CVE-2023-45918,Unknown
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2023-51767,Negligible
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2020-15778,Negligible
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2020-14145,Negligible
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2019-6110,Negligible
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2018-15919,Negligible
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2016-20012,Negligible
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2008-3234,Negligible
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2007-2768,Negligible
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2007-2243,Negligible
openssl,3.0.11-1~deb12u2,(won't fix),deb,CVE-2024-0727,Medium
openssl,3.0.11-1~deb12u2,(won't fix),deb,CVE-2023-6129,Medium
openssl,3.0.11-1~deb12u2,(won't fix),deb,CVE-2023-5678,Medium
openssl,3.0.11-1~deb12u2,(won't fix),deb,CVE-2024-4741,Unknown
openssl,3.0.11-1~deb12u2,(won't fix),deb,CVE-2024-4603,Unknown
openssl,3.0.11-1~deb12u2,(won't fix),deb,CVE-2024-2511,Unknown
openssl,3.0.11-1~deb12u2,(won't fix),deb,CVE-2023-6237,Unknown
passwd,1:4.13+dfsg1-1+b1,(won't fix),deb,CVE-2023-4641,Medium
passwd,1:4.13+dfsg1-1+b1,(won't fix),deb,CVE-2023-29383,Low
passwd,1:4.13+dfsg1-1+b1,Not Fixed,deb,CVE-2019-19882,Negligible
passwd,1:4.13+dfsg1-1+b1,Not Fixed,deb,CVE-2007-5686,Negligible
perl,5.36.0-7+deb12u1,(won't fix),deb,CVE-2023-31484,High
perl,5.36.0-7+deb12u1,Not Fixed,deb,CVE-2023-31486,Negligible
perl,5.36.0-7+deb12u1,Not Fixed,deb,CVE-2011-4116,Negligible
perl-base,5.36.0-7+deb12u1,(won't fix),deb,CVE-2023-31484,High
perl-base,5.36.0-7+deb12u1,Not Fixed,deb,CVE-2023-31486,Negligible
perl-base,5.36.0-7+deb12u1,Not Fixed,deb,CVE-2011-4116,Negligible
perl-modules-5.36,5.36.0-7+deb12u1,(won't fix),deb,CVE-2023-31484,High
perl-modules-5.36,5.36.0-7+deb12u1,Not Fixed,deb,CVE-2023-31486,Negligible
perl-modules-5.36,5.36.0-7+deb12u1,Not Fixed,deb,CVE-2011-4116,Negligible
procps,2:4.0.2-3,(won't fix),deb,CVE-2023-4016,Low
spring-web,5.3.36,6.0.0,java-archive,GHSA-4wrc-f8pq-fpqp,Critical
stdlib,go1.21.8,Not Fixed,go-module,CVE-2024-24790,Unknown
stdlib,go1.21.8,Not Fixed,go-module,CVE-2024-24789,Unknown
stdlib,go1.21.8,Not Fixed,go-module,CVE-2024-24787,Unknown
stdlib,go1.21.8,Not Fixed,go-module,CVE-2023-45288,Unknown
tar,1.34+dfsg-1.2+deb12u1,Not Fixed,deb,CVE-2005-2541,Negligible
unzip,6.0-28,Not Fixed,deb,CVE-2021-4217,Negligible
util-linux,2.38.1-5+deb12u1,Not Fixed,deb,CVE-2022-0563,Negligible
util-linux-extra,2.38.1-5+deb12u1,Not Fixed,deb,CVE-2022-0563,Negligible
zlib1g,1:1.2.13.dfsg-1,(won't fix),deb,CVE-2023-45853,Critical
actionpack,7.0.8.1,7.0.8.4,gem,GHSA-fwhr-88qx-h9g7,Medium
actiontext,7.0.8.1,7.0.8.3,gem,GHSA-qjqp-xr96-cj99,Medium
busybox,1:1.30.1-7ubuntu3,Not Fixed,deb,CVE-2023-42366,Medium
busybox,1:1.30.1-7ubuntu3,Not Fixed,deb,CVE-2023-42365,Medium
busybox,1:1.30.1-7ubuntu3,Not Fixed,deb,CVE-2023-42364,Medium
busybox,1:1.30.1-7ubuntu3,Not Fixed,deb,CVE-2023-42363,Medium
busybox,1:1.30.1-7ubuntu3,Not Fixed,deb,CVE-2023-39810,Medium
busybox,1:1.30.1-7ubuntu3,Not Fixed,deb,CVE-2022-48174,Low
busybox,1:1.30.1-7ubuntu3,Not Fixed,deb,CVE-2022-28391,Low
carrierwave,1.3.4,2.2.6,gem,GHSA-vfmv-jfc5-pjjw,Medium
carrierwave,1.3.4,2.2.5,gem,GHSA-gxhx-g4fq-49hj,Medium
coreutils,8.32-4.1ubuntu1.2,Not Fixed,deb,CVE-2016-2781,Low
diff,1.0.0,3.5.0,npm,GHSA-h6ch-v84p-w6p9,High
gcc-12-base,12.3.0-1ubuntu1~22.04,Not Fixed,deb,CVE-2023-4039,Medium
gcc-12-base,12.3.0-1ubuntu1~22.04,Not Fixed,deb,CVE-2022-27943,Low
github.com/Azure/azure-sdk-for-go/sdk/azidentity,v1.5.1,1.6.0,go-module,GHSA-m5vv-6r4h-3vj9,Medium
github.com/aws/aws-sdk-go,v1.8.5-0.20170328201437-498eacd14c9d,1.34.0,go-module,GHSA-f5pg-7wfw-84q9,Medium
github.com/aws/aws-sdk-go,v1.8.5-0.20170328201437-498eacd14c9d,1.34.0,go-module,GHSA-76wf-9vgp-pj7w,Medium
github.com/aws/aws-sdk-go,v1.8.5-0.20170328201437-498eacd14c9d,1.34.0,go-module,GHSA-6jvc-q2x7-pchv,Medium
github.com/aws/aws-sdk-go,v1.8.5-0.20170328201437-498eacd14c9d,1.34.0,go-module,GHSA-7f33-f4f5-xwgw,Low
github.com/disintegration/imaging,v1.6.2,Not Fixed,go-module,GHSA-q7pp-wcgr-pffx,Low
github.com/docker/distribution,v2.6.0-rc.1.0.20170321171425-0700fa570d7b+incompatible,2.8.2-beta.1,go-module,GHSA-hqxw-f8mx-cpmw,High
github.com/docker/distribution,v2.6.0-rc.1.0.20170321171425-0700fa570d7b+incompatible,2.7.0-rc.0,go-module,GHSA-h62f-wm92-2cmw,High
github.com/docker/distribution,v2.6.0-rc.1.0.20170321171425-0700fa570d7b+incompatible,2.8.0,go-module,GHSA-qq97-vm5h-rrhg,Low
github.com/docker/docker,v25.0.1+incompatible,25.0.2,go-module,GHSA-xw73-rw38-6vjc,Medium
github.com/docker/docker,v25.0.1+incompatible,25.0.5,go-module,GHSA-mq39-4gv4-mvpx,Medium
github.com/docker/docker,v25.0.3+incompatible,25.0.5,go-module,GHSA-mq39-4gv4-mvpx,Medium
github.com/jackc/pgx/v5,v5.5.3,5.5.4,go-module,GHSA-mrww-27vc-gghv,Medium
github.com/jackc/pgx/v5,v5.5.3,5.5.4,go-module,GHSA-7jwh-3vrq-q3m8,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.5,go-module,GHSA-7664-hcp7-f497,High
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.1,go-module,GHSA-w88v-pjr8-cmv2,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.9,go-module,GHSA-vm9m-57jr-4pxh,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.7,go-module,GHSA-q7rx-w656-fwmv,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.9,go-module,GHSA-pfw6-5rx3-xh3c,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.4,go-module,GHSA-p5pr-vm3j-jxxf,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.4,go-module,GHSA-jjr7-372r-cx7x,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.4,go-module,GHSA-jj46-9cgh-qmfx,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.4,go-module,GHSA-j4c3-3h73-74m9,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.9,go-module,GHSA-hwjf-4667-gqwx,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.9,go-module,GHSA-fx48-xv6q-6gp3,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.4,go-module,GHSA-c37r-v8jx-7cv2,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.4,go-module,GHSA-85jj-c9jr-9jhx,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.9,go-module,GHSA-7v3v-984v-h74r,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.9,go-module,GHSA-6mx3-9qfh-77gj,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.5,go-module,GHSA-63cv-4pc2-4fcf,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.4,go-module,GHSA-4ghx-8jw8-p76q,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.4,go-module,GHSA-3487-3j7c-7gwj,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.8,go-module,GHSA-32h7-7j94-8fc2,Medium
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.11,go-module,GHSA-xp9j-8p68-9q93,Low
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.9,go-module,GHSA-xgxj-j98c-59rv,Low
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.8,go-module,GHSA-r833-w756-h5p2,Low
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.9,go-module,GHSA-r4fm-g65h-cr54,Low
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.4,go-module,GHSA-jcgv-3pfq-j4hr,Low
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.7,go-module,GHSA-h3gq-j7p9-x3p4,Low
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.7,go-module,GHSA-9w97-9rqx-8v4j,Low
github.com/mattermost/mattermost/server/v8,3.45.1,8.1.9,go-module,GHSA-3g35-v53r-gpxc,Low
github.com/mholt/archiver/v3,v3.5.1,Not Fixed,go-module,GHSA-rhh4-rh7c-7r5v,Medium
golang.org/x/crypto,v0.14.0,0.17.0,go-module,GHSA-45x7-px36-x8w8,Medium
golang.org/x/net,v0.0.0-20210525063256-abc453219eb5,0.7.0,go-module,GHSA-vvpx-j8f3-3w6h,High
golang.org/x/net,v0.0.0-20210525063256-abc453219eb5,0.0.0-20220906165146-f3363e06e74c,go-module,GHSA-69cg-p879-7622,High
golang.org/x/net,v0.0.0-20210525063256-abc453219eb5,0.17.0,go-module,GHSA-4374-p667-p6c8,High
golang.org/x/net,v0.0.0-20210525063256-abc453219eb5,0.4.0,go-module,GHSA-xrjj-mj9h-534m,Medium
golang.org/x/net,v0.0.0-20210525063256-abc453219eb5,0.17.0,go-module,GHSA-qppj-fm5r-hxr3,Medium
golang.org/x/net,v0.0.0-20210525063256-abc453219eb5,0.23.0,go-module,GHSA-4v7x-pqxf-cx7m,Medium
golang.org/x/net,v0.0.0-20210525063256-abc453219eb5,0.13.0,go-module,GHSA-2wrh-6pvc-2jm9,Medium
golang.org/x/net,v0.17.0,0.23.0,go-module,GHSA-4v7x-pqxf-cx7m,Medium
golang.org/x/net,v0.20.0,0.23.0,go-module,GHSA-4v7x-pqxf-cx7m,Medium
golang.org/x/net,v0.21.0,0.23.0,go-module,GHSA-4v7x-pqxf-cx7m,Medium
golang.org/x/net,v0.22.0,0.23.0,go-module,GHSA-4v7x-pqxf-cx7m,Medium
google.golang.org/protobuf,v1.31.0,1.33.0,go-module,GHSA-8r3f-844c-mc37,Medium
google.golang.org/protobuf,v1.32.0,1.33.0,go-module,GHSA-8r3f-844c-mc37,Medium
gpgv,2.2.27-3ubuntu2.1,Not Fixed,deb,CVE-2022-3219,Low
handlebars,1.0.0,3.0.8,npm,GHSA-w457-6q6x-cgp9,Critical
handlebars,1.0.0,4.7.7,npm,GHSA-f2jv-r9rf-7988,Critical
handlebars,1.0.0,4.7.7,npm,GHSA-765h-qjxv-5f44,Critical
handlebars,1.0.0,3.0.7,npm,GHSA-q42p-pg8m-cqh6,High
handlebars,1.0.0,3.0.8,npm,GHSA-q2c6-c6pm-g3gh,High
handlebars,1.0.0,3.0.8,npm,GHSA-g9r4-xpmj-mj65,High
handlebars,1.0.0,3.0.8,npm,GHSA-3cqr-58rm-57f8,High
handlebars,1.0.0,3.0.8,npm,GHSA-2cf5-4w76-r9qv,High
handlebars,1.0.0,4.0.0,npm,GHSA-9prh-257w-9277,Medium
ini,1.0.0,1.3.6,npm,GHSA-qqgx-2p2h-9c37,High
json,1.0.0,10.0.0,npm,GHSA-3c6g-pvg8-gqw2,High
json-jwt,1.15.3,1.15.3.1,gem,GHSA-c8v6-786g-vjx6,Medium
libatomic1,12.3.0-1ubuntu1~22.04,Not Fixed,deb,CVE-2023-4039,Medium
libatomic1,12.3.0-1ubuntu1~22.04,Not Fixed,deb,CVE-2022-27943,Low
libc-bin,2.35-0ubuntu3.8,Not Fixed,deb,CVE-2016-20013,Negligible
libc6,2.35-0ubuntu3.8,Not Fixed,deb,CVE-2016-20013,Negligible
libgcc-s1,12.3.0-1ubuntu1~22.04,Not Fixed,deb,CVE-2023-4039,Medium
libgcc-s1,12.3.0-1ubuntu1~22.04,Not Fixed,deb,CVE-2022-27943,Low
libgcrypt20,1.9.4-3ubuntu3,Not Fixed,deb,CVE-2024-2236,Medium
libgssapi-krb5-2,1.19.2-2ubuntu0.3,Not Fixed,deb,CVE-2024-26462,Medium
libgssapi-krb5-2,1.19.2-2ubuntu0.3,Not Fixed,deb,CVE-2024-26461,Low
libgssapi-krb5-2,1.19.2-2ubuntu0.3,Not Fixed,deb,CVE-2024-26458,Negligible
libk5crypto3,1.19.2-2ubuntu0.3,Not Fixed,deb,CVE-2024-26462,Medium
libk5crypto3,1.19.2-2ubuntu0.3,Not Fixed,deb,CVE-2024-26461,Low
libk5crypto3,1.19.2-2ubuntu0.3,Not Fixed,deb,CVE-2024-26458,Negligible
libkrb5-3,1.19.2-2ubuntu0.3,Not Fixed,deb,CVE-2024-26462,Medium
libkrb5-3,1.19.2-2ubuntu0.3,Not Fixed,deb,CVE-2024-26461,Low
libkrb5-3,1.19.2-2ubuntu0.3,Not Fixed,deb,CVE-2024-26458,Negligible
libkrb5support0,1.19.2-2ubuntu0.3,Not Fixed,deb,CVE-2024-26462,Medium
libkrb5support0,1.19.2-2ubuntu0.3,Not Fixed,deb,CVE-2024-26461,Low
libkrb5support0,1.19.2-2ubuntu0.3,Not Fixed,deb,CVE-2024-26458,Negligible
liblzma5,5.2.5-2ubuntu1,Not Fixed,deb,CVE-2020-22916,Medium
libncurses6,6.3-2ubuntu0.1,Not Fixed,deb,CVE-2023-50495,Low
libncurses6,6.3-2ubuntu0.1,Not Fixed,deb,CVE-2023-45918,Low
libncursesw6,6.3-2ubuntu0.1,Not Fixed,deb,CVE-2023-50495,Low
libncursesw6,6.3-2ubuntu0.1,Not Fixed,deb,CVE-2023-45918,Low
libpcre2-8-0,10.39-3ubuntu0.1,Not Fixed,deb,CVE-2022-41409,Low
libpcre3,2:8.39-13ubuntu0.22.04.1,Not Fixed,deb,CVE-2017-11164,Negligible
libssl3,3.0.2-0ubuntu1.15,Not Fixed,deb,CVE-2022-40735,Medium
libssl3,3.0.2-0ubuntu1.15,Not Fixed,deb,CVE-2024-4741,Low
libssl3,3.0.2-0ubuntu1.15,Not Fixed,deb,CVE-2024-4603,Low
libssl3,3.0.2-0ubuntu1.15,Not Fixed,deb,CVE-2024-2511,Low
libstdc++6,12.3.0-1ubuntu1~22.04,Not Fixed,deb,CVE-2023-4039,Medium
libstdc++6,12.3.0-1ubuntu1~22.04,Not Fixed,deb,CVE-2022-27943,Low
libsystemd0,249.11-0ubuntu3.12,Not Fixed,deb,CVE-2023-7008,Low
libtasn1-6,4.18.0-4build1,Not Fixed,deb,CVE-2021-46848,Low
libtinfo6,6.3-2ubuntu0.1,Not Fixed,deb,CVE-2023-50495,Low
libtinfo6,6.3-2ubuntu0.1,Not Fixed,deb,CVE-2023-45918,Low
libudev1,249.11-0ubuntu3.12,Not Fixed,deb,CVE-2023-7008,Low
libzstd1,1.4.8+dfsg-3build1,Not Fixed,deb,CVE-2022-4899,Low
login,1:4.8.1-2ubuntu2.2,Not Fixed,deb,CVE-2023-29383,Low
markdown,1.0.0,Not Fixed,npm,GHSA-wx77-rp39-c6vg,Low
ncurses-base,6.3-2ubuntu0.1,Not Fixed,deb,CVE-2023-50495,Low
ncurses-base,6.3-2ubuntu0.1,Not Fixed,deb,CVE-2023-45918,Low
ncurses-bin,6.3-2ubuntu0.1,Not Fixed,deb,CVE-2023-50495,Low
ncurses-bin,6.3-2ubuntu0.1,Not Fixed,deb,CVE-2023-45918,Low
nokogiri,1.16.0,1.16.2,gem,GHSA-xc9x-jj77-9p9j,Medium
nokogiri,1.16.0,1.16.2,gem,GHSA-vcc3-rw6f-jv97,Medium
nokogiri,1.16.0,1.16.5,gem,GHSA-r95h-9x8f-r3f7,Low
npm,1.0.1,6.13.3,npm,GHSA-x8qc-rrcw-4r46,High
npm,1.0.1,5.7.1,npm,GHSA-ph34-pc88-72gc,High
npm,1.0.1,6.13.3,npm,GHSA-m6cx-g6qm-p2cx,High
npm,1.0.1,2.15.1,npm,GHSA-m5h6-hr3q-22h5,High
npm,1.0.1,6.13.4,npm,GHSA-4328-8hgf-7wjr,High
npm,1.0.1,6.14.6,npm,GHSA-93f3-23rq-pjfp,Medium
npm,1.0.1,1.3.3,npm,GHSA-v3jv-wrf4-5845,Low
openssl,3.0.2-0ubuntu1.15,Not Fixed,deb,CVE-2022-40735,Medium
openssl,3.0.2-0ubuntu1.15,Not Fixed,deb,CVE-2024-4741,Low
openssl,3.0.2-0ubuntu1.15,Not Fixed,deb,CVE-2024-4603,Low
openssl,3.0.2-0ubuntu1.15,Not Fixed,deb,CVE-2024-2511,Low
passwd,1:4.8.1-2ubuntu2.2,Not Fixed,deb,CVE-2023-29383,Low
pug,1.0.0,3.0.1,npm,GHSA-p493-635q-r6gr,High
pug,1.0.0,3.0.3,npm,GHSA-3965-hpx2-q597,High
puma,6.4.0,6.4.2,gem,GHSA-c2f4-cvqm-65w2,Medium
rack,2.2.8,2.2.8.1,gem,GHSA-22f2-v57c-j9cx,Medium
rack,2.2.8,2.2.8.1,gem,GHSA-xj5v-6v4g-jfw6,Low
rack,2.2.8,2.2.8.1,gem,GHSA-54rr-7fvw-6x8f,Low
rack-cors,2.0.1,2.0.2,gem,GHSA-785g-282q-pwvx,Medium
rexml,3.2.5,3.2.7,gem,GHSA-vg3r-rm7w-2xgh,Medium
rexml,3.2.6,3.2.7,gem,GHSA-vg3r-rm7w-2xgh,Medium
sidekiq,6.4.0,6.5.10,gem,GHSA-3qc2-v3hp-6cv8,Medium
stdlib,go1.20.7,Not Fixed,go-module,CVE-2023-45285,High
stdlib,go1.20.7,Not Fixed,go-module,CVE-2023-44487,High
stdlib,go1.20.7,Not Fixed,go-module,CVE-2023-39325,High
stdlib,go1.20.7,Not Fixed,go-module,CVE-2023-39323,High
stdlib,go1.20.7,Not Fixed,go-module,CVE-2023-39326,Medium
stdlib,go1.20.7,Not Fixed,go-module,CVE-2023-39319,Medium
stdlib,go1.20.7,Not Fixed,go-module,CVE-2023-39318,Medium
stdlib,go1.20.7,Not Fixed,go-module,CVE-2024-24790,Unknown
stdlib,go1.20.7,Not Fixed,go-module,CVE-2024-24789,Unknown
stdlib,go1.20.7,Not Fixed,go-module,CVE-2024-24787,Unknown
stdlib,go1.20.7,Not Fixed,go-module,CVE-2024-24785,Unknown
stdlib,go1.20.7,Not Fixed,go-module,CVE-2024-24784,Unknown
stdlib,go1.20.7,Not Fixed,go-module,CVE-2024-24783,Unknown
stdlib,go1.20.7,Not Fixed,go-module,CVE-2023-45290,Unknown
stdlib,go1.20.7,Not Fixed,go-module,CVE-2023-45289,Unknown
